,Player,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,#OPA,#OPA/90,/90,Att,Att.1,Att.2,AvgDist,AvgLen,AvgLen.1,Born,CK,Cmp,Cmp%,FK,GA,Launch%,Launch%.1,OG,Opp,PKA,PSxG,PSxG+/-,PSxG/SoT,Rk,Stp,Stp%,Thr,Blocks,Crs,Dead,In,Live,Off,Out,Str,Sw,TB,TI,G-xG,Sh,Sh/90,SoT,SoT/90,np:G-xG,CS,CS%,D,GA90,L,PKm,PKsv,Save%,Saves,SoTA,W,2CrdY,Fld,Fls,Int,Lost,PKcon,PKwon,Recov,TklW,Won,Won%,Dist,G/Sh,SoT%,npxG/Sh,+/-,+/-90,Compl,Min%,Mn/MP,On-Off,On-Off.1,PPM,Subs,onG,onGA,onxG,onxGA,unSub,xG+/-,xG+/-90,Active22,local,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Comp_1,Comp_2,Comp_3,Comp_4,TeamWagebins
771,Simon Francis,32.0,32,31,2705,30.1,0,1,0,0,0,9,2,0.0,0.03,0.03,0.0,0.03,0.6,0.6,1.5,2.1,0.02,0.05,0.07,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,78.0,243.0,0.0,1617.0,4.0,1.0,0.0,28.0,1.0,176.0,-0.6,13.0,0.43,1,0.03,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,24,49.0,73.0,0.0,0.0,159.0,34.0,142.0,66.0,19.7,0.0,7.7,0.05,-11.0,-0.37,28.0,79.1,85.0,0.26,0.12,1.22,1,36.0,47.0,32.6,48.0,0,-15.4,-0.51,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
772,Mike Frantz,30.0,15,12,1041,11.6,0,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.9,0.9,0.7,1.5,0.07,0.06,0.13,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,0.0,238.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.9,11.0,0.95,5,0.43,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20,13.0,22.0,0.0,0.0,17.0,16.0,25.0,53.2,19.4,0.0,45.5,0.08,-11.0,-0.95,5.0,34.0,69.0,-0.37,-0.15,0.93,3,8.0,19.0,14.2,17.6,1,-3.4,-0.29,False,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
773,Ryan Fraser,23.0,26,23,2004,22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22,0.36,1.8,1.8,3.3,5.1,0.08,0.15,0.23,0.08,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,138.0,134.0,27.0,866.0,5.0,22.0,0.0,2.0,3.0,46.0,3.2,30.0,1.35,12,0.54,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6,17.0,25.0,0.0,0.0,103.0,8.0,8.0,24.2,20.5,0.17,40.0,0.06,-13.0,-0.58,15.0,58.6,77.0,-0.39,0.3,1.12,3,25.0,38.0,23.0,32.2,9,-9.2,-0.41,True,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4
774,Fabian Frei,28.0,11,10,802,8.9,1,0,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,0.6,0.6,0.7,1.2,0.06,0.07,0.14,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,20.0,0.0,407.0,1.0,0.0,0.0,2.0,0.0,1.0,0.4,9.0,1.01,4,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12,16.0,6.0,0.0,0.0,35.0,15.0,6.0,50.0,22.1,0.11,44.4,0.06,-8.0,-0.9,5.0,26.2,73.0,-0.66,-0.31,1.0,1,7.0,15.0,8.1,13.5,6,-5.3,-0.6,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
775,Remo Freuler,25.0,35,33,3006,33.4,5,2,5,0,0,4,1,0.15,0.06,0.21,0.15,0.21,4.6,4.6,3.8,8.4,0.14,0.11,0.25,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,103.0,1.0,2135.0,14.0,12.0,1.0,15.0,2.0,23.0,0.4,45.0,1.35,15,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,39,28.0,29.0,0.0,0.0,255.0,62.0,27.0,48.2,17.7,0.11,33.3,0.1,20.0,0.6,31.0,87.9,86.0,1.03,1.52,1.63,2,53.0,33.0,61.0,30.7,2,30.3,0.91,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
776,Christian Fuchs,31.0,25,21,1921,21.3,0,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,1.2,1.7,0.03,0.05,0.08,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,71.0,279.0,1.0,939.0,8.0,6.0,0.0,8.0,1.0,251.0,-0.5,11.0,0.52,0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12,58.0,37.0,0.0,0.0,132.0,27.0,61.0,62.2,24.9,0.0,0.0,0.05,-1.0,-0.05,20.0,56.2,77.0,0.13,-0.23,1.28,4,34.0,35.0,28.0,29.1,11,-1.1,-0.05,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
777,Chris Führich,19.0,2,1,95,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.06,0.08,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,50.0,24.9,0.0,0.0,0.03,1.0,0.95,0.0,3.1,48.0,2.04,2.11,1.5,1,1.0,0.0,1.8,0.4,0,1.4,1.33,True,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
778,Angelo Fulgini,20.0,29,16,1529,17.0,3,5,3,0,0,4,0,0.18,0.29,0.47,0.18,0.47,3.1,3.1,3.9,7.0,0.18,0.23,0.41,0.18,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,57.0,66.0,20.0,665.0,3.0,7.0,0.0,5.0,12.0,8.0,-0.1,37.0,2.18,9,0.53,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19,20.0,34.0,0.0,1.0,102.0,11.0,9.0,20.9,20.6,0.08,24.3,0.08,-9.0,-0.53,3.0,44.7,53.0,-0.48,-0.07,1.03,13,19.0,28.0,21.7,21.5,0,0.2,0.01,True,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
779,Niclas Füllkrug,24.0,34,26,2387,26.5,14,3,11,3,4,2,0,0.53,0.11,0.64,0.41,0.53,11.9,8.7,3.6,12.3,0.45,0.14,0.59,0.33,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,53.0,0.0,714.0,1.0,0.0,0.0,3.0,0.0,1.0,2.1,83.0,3.13,29,1.09,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,60,8.0,132.0,0.0,0.0,65.0,11.0,153.0,53.7,16.3,0.13,34.9,0.1,-4.0,-0.15,19.0,78.0,70.0,0.65,0.37,1.15,8,37.0,41.0,37.4,43.8,0,-6.4,-0.24,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
781,Ramiro Funes Mori,26.0,4,1,121,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,3.0,4.0,0.0,0.0,9.0,0.0,7.0,63.6,16.9,0.0,0.0,0.05,0.0,0.0,0.0,3.5,30.0,0.38,0.01,1.25,3,2.0,2.0,1.2,1.6,3,-0.4,-0.3,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
782,Manolo Gabbiadini,25.0,28,11,1081,12.0,5,0,4,1,1,2,0,0.42,0.0,0.42,0.33,0.33,2.5,1.7,0.5,2.2,0.21,0.04,0.25,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,22.0,0.0,206.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,21.0,1.75,9,0.75,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14,4.0,36.0,0.0,0.0,22.0,2.0,14.0,28.0,17.5,0.19,42.9,0.08,-4.0,-0.33,3.0,31.6,39.0,0.24,0.06,0.86,17,13.0,17.0,12.4,13.5,10,-1.2,-0.1,True,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
783,Gabi,34.0,34,25,2349,26.1,0,1,0,0,0,8,0,0.0,0.04,0.04,0.0,0.04,0.3,0.3,1.6,1.9,0.01,0.06,0.07,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,45.0,133.0,2.0,1637.0,9.0,23.0,2.0,17.0,4.0,4.0,-0.3,10.0,0.38,1,0.04,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,51,44.0,16.0,1.0,0.0,235.0,49.0,17.0,51.5,25.0,0.0,10.0,0.03,24.0,0.92,19.0,68.7,69.0,-0.09,0.11,2.09,9,41.0,17.0,36.0,25.2,3,10.8,0.42,False,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
785,Mijat Gaćinović,22.0,29,22,1815,20.2,1,3,1,0,0,4,0,0.05,0.15,0.2,0.05,0.2,3.0,3.0,2.7,5.7,0.15,0.14,0.28,0.15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,30.0,3.0,597.0,6.0,9.0,0.0,4.0,3.0,2.0,-2.0,37.0,1.83,17,0.84,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,25,39.0,29.0,0.0,1.0,116.0,44.0,16.0,35.6,19.5,0.03,45.9,0.08,1.0,0.05,9.0,59.3,63.0,0.12,-0.27,1.69,7,22.0,21.0,23.1,25.1,4,-2.0,-0.1,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
786,Roberto Gagliardini,23.0,30,23,1988,22.1,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.4,2.9,0.07,0.06,0.13,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,35.0,0.0,1428.0,10.0,0.0,0.0,9.0,4.0,3.0,-1.5,21.0,0.95,2,0.09,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47,45.0,29.0,0.0,0.0,147.0,45.0,61.0,67.8,18.0,0.0,9.5,0.07,11.0,0.5,18.0,58.1,66.0,-1.07,-0.07,1.87,7,28.0,17.0,31.7,21.0,4,10.7,0.48,True,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
787,Nicolás Gaitán,29.0,6,1,219,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.18,0.16,0.34,0.18,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,8.0,1.0,95.0,1.0,4.0,0.0,1.0,0.0,1.0,-0.4,6.0,2.47,3,1.23,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0,7.0,0.0,0.0,11.0,6.0,4.0,36.4,20.2,0.0,50.0,0.07,3.0,1.23,0.0,6.4,37.0,0.31,-1.11,2.0,5,4.0,1.0,2.8,4.4,5,-1.6,-0.66,False,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
788,Milan Gajić,21.0,4,4,360,4.0,0,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,55.0,0.0,142.0,2.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,5.0,0.0,0.0,16.0,3.0,4.0,44.4,33.3,0.0,0.0,0.02,2.0,0.5,4.0,10.5,90.0,0.41,-0.7,1.5,0,6.0,4.0,3.4,5.1,10,-1.7,-0.43,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
789,Serge Gakpé,30.0,29,23,1825,20.3,3,3,3,0,0,1,0,0.15,0.15,0.3,0.15,0.3,3.7,3.7,1.1,4.9,0.18,0.06,0.24,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,8.0,0.0,500.0,0.0,2.0,0.0,2.0,1.0,4.0,-0.7,30.0,1.48,12,0.59,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18,10.0,38.0,0.0,0.0,89.0,11.0,17.0,30.9,18.1,0.1,40.0,0.12,5.0,0.25,7.0,53.4,63.0,0.81,0.41,1.28,6,21.0,16.0,16.2,24.1,1,-7.9,-0.39,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
790,Andrey Galabinov,28.0,20,12,1129,12.5,3,1,2,1,1,2,0,0.24,0.08,0.32,0.16,0.24,3.7,2.9,1.1,4.0,0.29,0.09,0.38,0.23,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,11.0,0.0,351.0,1.0,0.0,0.0,3.0,2.0,1.0,-0.7,33.0,2.63,14,1.12,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26,2.0,62.0,0.0,1.0,37.0,5.0,54.0,46.6,16.9,0.06,42.4,0.09,0.0,0.0,4.0,33.0,56.0,0.39,-0.06,1.2,8,12.0,12.0,13.6,13.8,13,-0.2,-0.02,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
791,Bruno Gama,29.0,6,1,115,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.09,0.11,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,18.6,0.0,0.0,0.03,-4.0,-3.13,0.0,3.4,19.0,-2.2,-0.45,0.83,5,1.0,5.0,1.8,2.6,0,-0.8,-0.63,False,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
792,Alessandro Gamberini,35.0,23,20,1815,20.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,663.0,2.0,0.0,0.0,2.0,0.0,9.0,-1.0,4.0,0.2,1,0.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10,16.0,32.0,1.0,0.0,67.0,8.0,48.0,60.0,6.4,0.0,25.0,0.26,-14.0,-0.69,15.0,53.1,79.0,-0.19,0.03,0.96,3,18.0,32.0,17.7,28.7,8,-11.0,-0.54,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
793,Kévin Gameiro,30.0,25,11,1125,12.5,7,2,5,2,2,0,0,0.56,0.16,0.72,0.4,0.56,6.1,4.6,1.5,6.0,0.49,0.12,0.61,0.36,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,13.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,18.0,1.44,11,0.88,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9,4.0,28.0,0.0,0.0,30.0,9.0,9.0,24.3,14.6,0.28,61.1,0.25,9.0,0.72,3.0,32.9,45.0,-0.34,0.08,2.12,14,19.0,10.0,17.7,12.3,11,5.4,0.43,True,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
794,Jesús Gámez,32.0,2,1,98,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.05,0.15,0.2,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,-0.1,1.0,0.92,0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,100.0,19.6,0.0,0.0,0.05,1.0,0.92,1.0,2.9,49.0,1.16,0.38,1.5,1,1.0,0.0,1.3,1.2,9,0.1,0.08,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
795,Idrissa Gana Gueye,27.0,33,32,2751,30.6,2,1,2,0,0,7,2,0.07,0.03,0.1,0.07,0.1,1.5,1.5,0.8,2.4,0.05,0.03,0.08,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,29.0,0.0,1556.0,8.0,0.0,0.0,9.0,1.0,8.0,0.5,23.0,0.75,7,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,50,62.0,32.0,0.0,0.0,287.0,93.0,33.0,50.8,25.3,0.09,30.4,0.07,-4.0,-0.13,24.0,80.4,83.0,1.21,0.25,1.33,1,38.0,42.0,32.1,40.1,1,-8.1,-0.26,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
796,Ignatius Ganago,18.0,6,0,69,0.8,1,0,1,0,0,1,0,1.3,0.0,1.3,1.3,1.3,0.9,0.6,0.0,0.7,1.19,0.04,1.23,0.84,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,3.91,2,2.61,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,3.0,0.0,0.0,1.0,0.0,3.0,50.0,10.0,0.33,66.7,0.21,1.0,1.3,0.0,2.0,12.0,1.3,1.23,1.5,6,1.0,0.0,1.8,0.9,3,0.9,1.2,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
797,Najib Gandi,23.0,5,0,96,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,2.0,1.87,0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,4.0,2.0,0.0,0.0,15.0,5.0,1.0,33.3,26.2,0.0,0.0,0.03,1.0,0.94,0.0,2.8,19.0,1.1,-1.29,2.2,5,1.0,0.0,0.5,1.7,4,-1.2,-1.15,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
798,Ganso,27.0,8,7,519,5.8,2,0,2,0,0,0,0,0.35,0.0,0.35,0.35,0.35,1.4,1.4,0.4,1.8,0.24,0.07,0.31,0.24,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,21.0,2.0,328.0,4.0,1.0,0.0,5.0,2.0,3.0,0.6,7.0,1.21,3,0.52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5,2.0,10.0,0.0,0.0,42.0,11.0,2.0,16.7,16.3,0.29,42.9,0.2,3.0,0.52,2.0,15.2,65.0,0.89,0.54,2.13,1,5.0,2.0,9.6,6.1,6,3.4,0.6,False,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
799,Ezequiel Garay,30.0,24,23,2028,22.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,47.0,0.0,1050.0,1.0,0.0,0.0,10.0,1.0,1.0,-0.4,6.0,0.27,1,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22,24.0,22.0,0.0,0.0,101.0,12.0,43.0,66.2,14.4,0.0,16.7,0.07,13.0,0.58,20.0,59.3,85.0,-0.33,-0.06,1.92,1,38.0,25.0,33.7,29.7,3,4.0,0.18,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
800,Aleix García,20.0,20,7,852,9.5,1,0,1,0,0,3,0,0.11,0.0,0.11,0.11,0.11,0.3,0.3,1.3,1.6,0.03,0.14,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,67.0,7.0,500.0,4.0,16.0,4.0,27.0,0.0,1.0,0.7,12.0,1.27,3,0.32,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5,17.0,2.0,0.0,0.0,84.0,14.0,10.0,83.3,31.2,0.08,25.0,0.02,-8.0,-0.85,5.0,24.9,43.0,-0.81,-0.32,1.6,13,13.0,21.0,12.3,14.6,14,-2.2,-0.24,True,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
